link,Price
https://www.carlist.my/used-cars/2012-mini-cooper-1-6-s-facelift-a-panaromic-roof/6628049,"RM 88,000"
https://www.carlist.my/used-cars/2008-ferrari-f430-4-3-spider-a/6486545,"RM 348,000"
https://www.carlist.my/used-cars/2016-perodua-axia-1-0-advance-a/6623828,"RM 30,800"
https://www.carlist.my/used-cars/2010-toyota-vios-1-5-j-sedan/6659564,"RM 30,800"
https://www.carlist.my/used-cars/2007-naza-citra-2-0-gls-a/6657191,"RM 12,800"
https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-a/6328968,"RM 16,800"
https://www.carlist.my/used-cars/2016-bmw-x1-2-0-sdrive20i-a-bmw-premium-selection/6373933,"RM 129,800"
https://www.carlist.my/used-cars/2011-toyota-wish-1-8-s-full-spec/6559762,"RM 69,800"
https://www.carlist.my/used-cars/2012-mercedes-benz-cls350-3-5-amg-japan-spec/6629451,"RM 143,800"
https://www.carlist.my/used-cars/2013-proton-exora-1-6-bold-cfe-a/6382621,"RM 28,800"
https://www.carlist.my/used-cars/2008-toyota-alphard-2-4-mpv-a/6622384,"RM 85,800"
https://www.carlist.my/used-cars/2011-volkswagen-golf-2-0-gti-hatchback-a/6659305,"RM 73,800"
https://www.carlist.my/used-cars/2010-honda-city-1-5-e-i-vtec-sedan-a/6659300,"RM 34,800"
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-trd-sportivo-a-tip-top-condition/6597871,"RM 56,800"
https://www.carlist.my/used-cars/2010-perodua-alza-1-5-ezi-mpv-a/6556163,"RM 28,800"
https://www.carlist.my/used-cars/2015-perodua-axia-998-se-hatchback-a/6659299,"RM 27,800"
https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-ezi-hatchback-a/6669697,"RM 30,800"
https://www.carlist.my/used-cars/2014-proton-preve-1-6-executive-a-tip-tp-condition/6687366,"RM 26,800"
https://www.carlist.my/used-cars/2012-proton-saga-1-6-flx-se-sedan-a/6659776,"RM 19,800"
https://www.carlist.my/used-cars/2009-toyota-fortuner-2-7-v-a-facelift/6638897,"RM 48,888"
https://www.carlist.my/used-cars/2012-toyota-alphard-2-4-sc-package-home-theater-modelista-ori-low-mileage-view-believe/6649213,"RM 130,000"
https://www.carlist.my/used-cars/2005-toyota-camry-2-0-e-sedan/6632376,"RM 19,800"
https://www.carlist.my/used-cars/2012-nissan-navara-2-5-le-a-one-owner-no-off-road/6417168,"RM 42,900"
https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-a/6627092,"RM 15,000"
https://www.carlist.my/used-cars/2007-toyota-vios-1-5-e-a-facelift/6384836,"RM 18,500"
https://www.carlist.my/used-cars/2007-nissan-latio-1-6-st-a/6643661,"RM 16,990"
https://www.carlist.my/used-cars/2010-2016-toyota-estima-2-4-aeras-a/6588459,"RM 95,800"
https://www.carlist.my/used-cars/2010-nissan-grand-livina-1-8-impul-a/6641203,"RM 30,000"
https://www.carlist.my/used-cars/2013-toyota-innova-2-0-e-a/6138271,"RM 49,800"
https://www.carlist.my/used-cars/2008-2013-toyota-vellfire-3-5-z-g-edition-a/6333257,"RM 89,800"
https://www.carlist.my/used-cars/2017-isuzu-d-max-2-5-a-4x4/5741803,"RM 78,888"
https://www.carlist.my/used-cars/2011-mercedes-benz-e250-1-8-sedan/5616365,"RM 78,800"
https://www.carlist.my/used-cars/2013-toyota-innova-2-0-a/5162368,"RM 45,800"
https://www.carlist.my/used-cars/2013-suzuki-swift-1-4-glx-hatchback/6515817,"RM 27,800"
https://www.carlist.my/used-cars/2003-2006-toyota-harrier-2-4/5998404,"RM 33,800"
https://www.carlist.my/used-cars/2006-2008-toyota-estima-2-4-aeras-mpv/5632468,"RM 58,000"
https://www.carlist.my/used-cars/hyundai-elantra-1-6-facelift/6184265,"RM 44,800"
https://www.carlist.my/used-cars/toyota-camry-2-5-hybrid-sedan/5676679,"RM 94,800"
https://www.carlist.my/used-cars/2007-2009-honda-civic-i-vtec-sedan/5925657,"RM 33,800"
https://www.carlist.my/used-cars/2013-bmw-x1-2-0-sdrive20i-suv/6297789,"RM 65,000"
https://www.carlist.my/used-cars/mercedes-benz-e300-2-1-bluetec-sedan/5630638,"RM 120,000"
https://www.carlist.my/used-cars/2008-2009-mitsubishi-lancer-2-0-gt-sedan/6638331,"RM 35,800"
https://www.carlist.my/used-cars/2012-land-rover-range-rover-evoque-2-0-si4-dynamic-suv/6184376,"RM 127,000"
https://www.carlist.my/used-cars/2014-perodua-axia-998-g-hatchback-m-used-car/6539313,"RM 15,827"
https://www.carlist.my/used-cars/2014-toyota-corolla-altis-1-8-e-sedan-a-used-car/6539323,"RM 69,827"
https://www.carlist.my/used-cars/2010-toyota-vellfire-2-4-vvti-a-z-platinum-new-facelift-7-seater-2-x-power-door-rear-power-boot-coll-box-sunroof-moon-roof-super-high-spec/6651263,"RM 112,500"
https://www.carlist.my/used-cars/2014-toyota-vellfire-2-4-vvti-a-zg-new-facelift-pilot-seat-7-seater-2-x-power-door-rear-power-boot-sunroof-moon-roof/6655167,"RM 158,500"
https://www.carlist.my/used-cars/2008-true-land-rover-freelander-2-2-2-td4-hse-a-free-smartphone-service-record/6055228,"RM 43,888"
https://www.carlist.my/used-cars/2010-true-proton-persona-1-6-a-new-2k-paint-hari-raya-promotion/6659818,"RM 13,555"
https://www.carlist.my/used-cars/range-rover-sport-5-0-svr/6570408,"RM 998,888"
https://www.carlist.my/used-cars/2014-mazda-cx-5-2-0-i-skyactiv-g-a-2wd-gls-high-spec-ckd-local-brand-new-by-bermas-mazda-malaysia/6487824,"RM 76,500"
https://www.carlist.my/used-cars/2008-audi-tt-2-0-tfsi-a-8j-turbo-new-facelift-led-day-running-light-mini-sport-car-2-door-coupe-full-spec/6664796,"RM 61,880"
https://www.carlist.my/used-cars/2012-perodua-alza-1-5-ezi-mpv-a-tip-top-condition/6418738,"RM 28,880"
https://www.carlist.my/used-cars/2011-toyota-vios-1-5-trd-sportivo-a-subaru-blue-sport-rims/6471952,"RM 38,880"
https://www.carlist.my/used-cars/2014-toyota-camry-2-0-g-a-full-bodykit-keyless-leather-seat/6540307,"RM 79,850"
https://www.carlist.my/used-cars/2015-honda-city-1-5-s-i-vtec-a-full-bodykit-dual-exhaust-sport-rims/6636803,"RM 47,850"
https://www.carlist.my/used-cars/2014-toyota-corolla-altis-1-8-e-a-keyless-push-start-good-condition/6427802,"RM 63,850"
https://www.carlist.my/used-cars/2006-toyota-corolla-altis-1-6-e-a-full-leather-seat/6654120,"RM 19,880"
https://www.carlist.my/used-cars/2010-mazda-2-1-5-a-high-spec-blacklist-can-loan/6639896,"RM 22,880"
https://www.carlist.my/used-cars/2013-toyota-vios-1-5-e-a-car-king-low-mileage-new-tyres/6532332,"RM 38,850"
https://www.carlist.my/used-cars/2010-naza-kia-picanto-1-1-a-mileage-52kkm-full-service/6563754,"RM 13,880"
https://www.carlist.my/used-cars/2008-toyota-vios-1-5-e-a-trd-bodykit-15-enkei-sport-rims/6406860,"RM 27,880"
https://www.carlist.my/used-cars/2011-proton-inspira-2-0-p-a-evo-varis-vossen-cv3-sport-rims-full-leather-seat/6658988,"RM 35,850"
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-ex-minister-low-mileage/6227444,"RM 45,850"
https://www.carlist.my/used-cars/2008-toyota-estima-3-5-mpv-a-v6-2-power-door-full-leather-seat/6428979,"RM 61,850"
https://www.carlist.my/used-cars/mercedes-benz-e250-2018-coupe-a-amg-japan-spec-sas-golden-number/6029878,"RM 173,800"
https://www.carlist.my/used-cars/2010-toyota-mark-x-2-5-a-japan-sport-vertiga-auto-parking-keyless-snow-sport/6634050,"RM 44,880"
https://www.carlist.my/used-cars/2013-ford-fiesta-1-5-sport-se-a-full-service-record-keyless-push-start/6662206,"RM 30,880"
https://www.carlist.my/used-cars/2014-honda-cr-z-1-5-hybrid-facelift-s-a-car-king-full-service-sport-econ-mode/6551522,"RM 53,850"
https://www.carlist.my/used-cars/2014-proton-preve-1-6-cfe-turbo-a-premium-brown/6696618,"RM 26,850"
https://www.carlist.my/used-cars/2014-proton-preve-1-6-cfe-turbo-premium-a-deep-crystal-blue/6250472,"RM 26,850"
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-a-lagi-best-full-leather-seat/6654552,"RM 26,850"
https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-lagi-best-a-low-mileage-63kkm/6373357,"RM 25,880"
https://www.carlist.my/used-cars/2007-bmw-540i-4-0l-a-v8-engine-e60-lci-gear-knob-m5-m-sport-bodykit-local-malaysa-auto-bavaria-unit-not-recon-1-careful-owner/5963635,"RM 66,850"
https://www.carlist.my/used-cars/2003-hyundai-sonata-2-0-gls-a-leather-seat-tip-top-condition/6445420,"RM 9,850"
https://www.carlist.my/used-cars/2003-perodua-kenari-1-0-ez-a-new-timing-belt/5909673,"RM 8,800"
https://www.carlist.my/used-cars/satria-neo-1-6-r3-cps-m-intercooler-turbo/6653358,"RM 20,000"
https://www.carlist.my/used-cars/lexus-gs250-2-5-v6-a-japan-luxury-spec-mark-levinson/6537222,"RM 118,850"
https://www.carlist.my/used-cars/2011-proton-inspira-2-0-p-a-evo-x-adjustable-absorber-crimson-club-linea-sport-rims/6646830,"RM 34,850"
https://www.carlist.my/used-cars/2011-proton-saga-1-3-fl-m-15-sport-rims-led-tail-light/6297080,"RM 11,880"
https://www.carlist.my/used-cars/2015-kia-optima-k5-facelift-a-full-service-low-mileage-61kkm-sunroof-eco-sport-mode/6653254,"RM 76,850"
https://www.carlist.my/used-cars/2013-perodua-alza-1-5-ezi-mpv-a-full-bodykit-7-seaters-tip-top-condition/6436655,"RM 32,850"
https://www.carlist.my/used-cars/2013-volkswagen-beetle-1-2-tsi-a-dsg-turbo-new-model-local-cbu-imported-new-full-spec-brand-new-by-volkswagen-malaysia/6045079,"RM 59,500"
https://www.carlist.my/used-cars/2009-honda-civic-1-8-s-i-vtec-new-facelift-a-type-r-mugen-gt-wing-rays-te37-sport-rims/6636342,"RM 44,880"
https://www.carlist.my/used-cars/2006-volvo-s80-2-0-turbo-a-memory-leather-seat-tip-top/5971164,"RM 19,850"
https://www.carlist.my/used-cars/2012-bmw-e60-525i-m-sport-lci-magnesium-engine/6361642,"RM 56,850"
https://www.carlist.my/used-cars/2004-toyota-harrier-3-0-g-airs-a-sunroof-airmatic/6581616,"RM 42,850"
https://www.carlist.my/used-cars/2014-honda-jazz-1-5-i-vtec-a-full-mugen-rs/6580678,"RM 43,850"
https://www.carlist.my/used-cars/2010-bmw-f10-523i-2-5-a-m5-bodykit-20-m5-sport-rims/6459926,"RM 79,880"
https://www.carlist.my/used-cars/2011-volkswagen-golf-2-0-gti-a-se-sunroof-stage-2/6664926,"RM 82,880"
https://www.carlist.my/used-cars/2013-ford-focus-2-0-sport-plus-a-full-spec-sunroof-auto-park-auto-stop-push-start/6651062,"RM 36,850"
https://www.carlist.my/used-cars/2014-kia-optima-2-0-k5-facelift-a-full-service-custom-eagle-eye-headlamps-sunroof/6613437,"RM 69,880"
https://www.carlist.my/used-cars/2014-perodua-alza-1-5-se-mpv-a-4x-new-tyres-full-se-bodykits/6635805,"RM 37,880"
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-a-car-king-condition-low-mileage/5987617,"RM 45,880"
https://www.carlist.my/used-cars/2008-proton-perdana-2-0-v6-a-full-bodykit-leather-seat-beige-interior/6592016,"RM 12,850"
https://www.carlist.my/used-cars/2015-proton-perdana-2-0-e-a-k-break-bodykit-hre-p101-sportrims/6464571,"RM 49,880"
https://www.carlist.my/used-cars/2013-hyundai-elantra-1-6-gls-a-high-spec-push-start-leather-seat/6363988,"RM 36,880"
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-se-a-sport-spring-te37-sport-rims/6288552,"RM 17,880"
https://www.carlist.my/used-cars/2008-toyota-vios-1-5-a-trd-15-enkei-sport-rims/6467421,"RM 27,850"
https://www.carlist.my/used-cars/toyota-wish-1-8-s-a-push-start-paddle-shift/6661495,"RM 74,850"
https://www.carlist.my/used-cars/nov-2015-mercedes-benz-gla250-cgi-a-x156-cbu-local-original-amg-4matic-7g-dct-high-spec-brand-new-by-mercedes-malaysia/5866216,"RM 158,500"
https://www.carlist.my/used-cars/best-condition-in-town-2010-ferrari-458-italia-4-5-coupe/6344236,"RM 898,000"
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-1-8-amg-coupe-panoramic-roof-harman-kardon-memory-seat/5241698,"RM 118,000"
https://www.carlist.my/used-cars/porsche-panamera-4-8-turbo/5312250,"RM 218,000"
https://www.carlist.my/used-cars/2012-register-2016-porsche-911-3-4-carrera-coupe-one-owner/6091450,"RM 389,000"
https://www.carlist.my/used-cars/rare-spec-in-market-view-to-believe-mercedes-benz-sl350-3-5-convertible/5944573,"RM 268,000"
https://www.carlist.my/used-cars/2014-toyota-vios-1-5-e-a-dual-vvt-i-full-spec-ckd-local-by-umw-toyota-malaysia-1-very-careful-owner/6654745,"RM 47,800"
https://www.carlist.my/used-cars/2009-toyota-alphard-2-4-vvti-a-7-seater-2-x-power-door-rear-power-boot-sunroof-moon-roof-240g-high-spec/6546772,"RM 92,800"
https://www.carlist.my/used-cars/2013-mercedes-benz-b200-cgi-blueefcy-a-w246-local-cbu-turbo-7-g-dct-full-spec-brand-new-from-c-c-mercedes-malaysia/6654617,"RM 73,800"
https://www.carlist.my/used-cars/2016-toyota-alphard-3-5-a-local-mil-28k/6607798,"RM 259,800"
https://www.carlist.my/used-cars/2015-mercedes-benz-c200-2-0-avantgarde-sedan/6601974,"RM 159,800"
https://www.carlist.my/used-cars/2017-mercedes-benz-c200-2-0-avantgarde-sedan-9-speed-under-warranty/6562262,"RM 176,800"
https://www.carlist.my/used-cars/2010-mercedes-benz-c180k-1-8-amg-sedan-tip-top-condition/6420250,"RM 49,800"
https://www.carlist.my/used-cars/2009-toyota-vellfire-3-5-vl-mpv-coll-box-full-spec/6471171,"RM 96,800"
https://www.carlist.my/used-cars/2013-toyota-vellfire-3-5-v-l-edition-mpv-face-lift-low-mileage/6478133,"RM 143,800"
https://www.carlist.my/used-cars/2011-toyota-alphard-2-4-prime-mpv-face-lift-alpine-home-theater/6132551,"RM 113,800"
https://www.carlist.my/used-cars/2015-toyota-vellfire-2-5-z-g-edition-a-zg-jbl/6652137,"RM 228,800"
https://www.carlist.my/used-cars/2010-mercedes-benz-c200-cgi-1-8-elegance-sedan-tip-top-condition/6420104,"RM 58,800"
https://www.carlist.my/used-cars/2016-bmw-318i-1-5-luxury-sedan-f-service-under-warranty/6421346,"RM 103,800"
https://www.carlist.my/used-cars/2009-mercedes-benz-c200k-1-8-elegance-sedan-ckd-car-king-condition/6447542,"RM 48,800"
https://www.carlist.my/used-cars/2017-mercedes-benz-e200-2-0-avantgarde-sedan-digital-tab-under-warranty/6272058,"RM 223,800"
https://www.carlist.my/used-cars/2017-honda-cr-v-1-5-vtec-premium-f-service/6619448,"RM 129,800"
https://www.carlist.my/used-cars/2014-porsche-911-3-8-turbo-s-coupe/6619475,"RM 768,800"
https://www.carlist.my/used-cars/2015-mercedes-benz-s400l-3-5-hybrid-sedan/6641945,"RM 238,800"
https://www.carlist.my/used-cars/2016-mercedes-benz-c200-a-w205-7g-tronic-avantgarde-high-spec-brand-new-by-mercedes-c-c-malaysia-mileage-28k-km/6654252,"RM 169,880"
https://www.carlist.my/used-cars/2012-kia-optima-k5-2-0-sedan/6537405,"RM 53,800"
https://www.carlist.my/used-cars/2017-bmw-x5-2-0-xdrive40e-m-sport-suv/6687774,"RM 243,800"
https://www.carlist.my/used-cars/2017-bmw-330e-2-0-m-sport-sedan/6687818,"RM 156,800"
https://www.carlist.my/used-cars/2016-bmw-740li-g12-by-ingress-auto/6382546,"RM 328,000"
https://www.carlist.my/used-cars/2011-audi-a1-1-4-tfsi-a-s-tronic-turbo-petrol-local-cbu-s-line-high-spec-brand-new-by-audi-malaysia/6654429,"RM 51,800"
https://www.carlist.my/used-cars/2014-bmw-520i-2-0-sedan/6570435,"RM 133,800"
https://www.carlist.my/used-cars/2014-bmw-528i-2-0-m-sport/6491464,"RM 156,800"
https://www.carlist.my/used-cars/2014-bmw-328i-2-0-m-sport/6560785,"RM 128,800"
https://www.carlist.my/used-cars/2011-bmw-x6-3-0-xdrive35i-suv/6491625,"RM 123,800"
https://www.carlist.my/used-cars/2011-audi-a4-1-8-tfsi-s-line-sedan/6474331,"RM 63,800"
https://www.carlist.my/used-cars/2014-mercedes-benz-a250-amg-a-w176-7g-dct-original-full-amg-super-high-spec-brand-new-by-mercedes-c-c-penang-mileage-52k-km/6654326,"RM 136,800"
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-cgi-a-w212-avantgarde-7g-tronic-blueefcy-ckd-local-high-spec-by-mercedes-benz-malaysia/6653822,"RM 103,888"
https://www.carlist.my/used-cars/2016-perodua-myvi-a-1-5-se-best-deal/6636154,"RM 42,000"
https://www.carlist.my/used-cars/2015-perodua-myvi-a-1-3-x-best-deal/6636148,"RM 29,000"
https://www.carlist.my/used-cars/2011-toyota-vios-a-1-5-g-limited/6636702,"RM 36,000"
https://www.carlist.my/used-cars/2011-toyota-vios-a-1-5-g-limited/6636145,"RM 36,000"
https://www.carlist.my/used-cars/2010-toyota-vellfire-a-3-5-z-well-maintained/6636131,"RM 113,000"
